name,total
"Janice BeierSchuppe",5
"Woodrow MonahanGoldner",3
"Beverly Crooks DVMGaylord",5
"Brandon LeschKiehn",7
"Patricia GleasonSchumm",4
"Dr. Lisa GerlachWaters",3
"Edmund MertzMurray",6
"Lucy WiegandMarks",7
"Irvin PowlowskiStoltenberg",6
"Candice Heidenreich Sr.Prohaska",6
"Annie VolkmanAuer",2
"Ms. Joey BrownFerry",5
"Shirley HoegerStracke",3
"Miss Traci RobelSchiller",3
"Krystal HeaneyConroy",5
"Marta KuphalBrown",4
"Robert O'KonSchiller",7
"Gabriel OrnKonopelski",8
"Mr. Wilma MaggioWiegand",3
"Mrs. Traci McClureGleason",5
"Louis BashirianShields",2
"Clifton BalistreriGlover",4
"Wanda WardBartoletti",5
"Krystal Ledner IWiegand",6
"Miguel GutmannCorwin",6
"Jared LuettgenSporer",6
"Henry MillerRitchie",7
"Ann KuvalisHeller",2
"Helen OndrickaTerry",5
"Madeline MullerGreen",6
"Grant DanielKuhn",4
"Ms. Roberto TremblayOlson",8
"Elsa D'AmoreLangworth",5
"Erick WaelchiBatz",4
"Diane AufderharKeebler",7
"Wm GoldnerSchinner",5
"Milton GreenBechtelar",5
"Santiago MonahanHalvorson",6
"Elsie LehnerWisozk",5
"Essie WintheiserWalker",2
"Nancy PredovicDaniel",6
"Mary WeissnatWeber",5
"Mr. Tonya HagenesPadberg",5
"Thelma JohnsSwift",5
"Phil GoodwinQuigley",8
"Irvin RathErnser",4
"Cedric FisherKassulke",2
"Preston Lindgren IVStark",3
"Julio SchadenMiller",4
"Eric BorerReichert",8
"Susie BoscoSchaefer",9
"Constance O'ReillyRoberts",6
"Garrett FaySipes",1
"Douglas WaelchiShields",5
"Latoya ThompsonBradtke",8
"Dr. Kim GoldnerLind",4
"Geraldine Schaden IVRice",5
"Claudia TreutelHegmann",5
"Mr. Ian WilliamsonKshlerin",2
"Kenny BernierDeckow",3
"Jesse CollierCummerata",5
"Catherine Oberbrunner DVMToy",2
"Jacob AuerKoepp",5
"Chad GorczanyZieme",4
"Erick McLaughlinMayer",6
"Sidney McKenzieWalter",4
"Ollie KuhlmanJohnston",4
"Karl SchambergerOndricka",7
"Glenda SmithamBarton",6
"Earl Cummings DVMGulgowski",12
"Martha TorpMorar",2
"Ms. Brittany BraunBuckridge",5
"Ella McKenzieFarrell",5
"Rosalie BartonBergstrom",6
"Mrs. Hilda FeestLittel",5
"Mrs. Chester MoenToy",4
"Gloria CarrollRomaguera",4
"Elisa SchmittSpinka",5
"Miss Miguel GerlachGrimes",3
"Christine StiedemannBarton",6
"Miss Silvia DooleyLangworth",5
"Christopher JakubowskiOberbrunner",3
"Christian AbbottBernier",5
"Dominic BeahanMorissette",10
"Leslie PowlowskiMayer",7
"Marcia SchultzKshlerin",7
"Armando LarsonJast",9
"Abraham KuvalisKertzmann",6
"Patsy LueilwitzHeller",8
"Andrew McLaughlinRatke",3
"Arturo OkunevaKerluke",4
"Caroline HansenHeller",4
"Miss Matt HermannMraz",7
"Alison Durgan DDSBreitenberg",6
"Bradley OrnKuvalis",3
"Jackie JaskolskiBlanda",3
"Ramiro MosciskiMayer",1
"Harvey MrazKuphal",5
"Joan HickleNitzsche",7
"Ms. Candice HartmannFadel",2
"Cedric VolkmanHane",9
"Adrian PaucekSchimmel",3
"Brooke ReichelCarroll",4
"Kenneth TerryRogahn",5
"Rosie O'HaraRolfson",6
"Domingo TremblayGrimes",4
"Angie McDermottWolff",5
"Malcolm ConroyLueilwitz",6
"Mae JastZemlak",1
"Deborah HammesDooley",4
"Janet MonahanFahey",5
"Betsy KutchWaelchi",3
"Alan GaylordProsacco",5
"Dr. Peggy StromanSanford",2
"Ms. Claire GerholdGrimes",5
"Kathryn HuelDickens",4
"Sherry SpencerUpton",3
"Dr. Stewart BrakusGleason",4
"Boyd OsinskiFarrell",12
"Brent Kub MDStreich",7
"Maureen OberbrunnerO'Keefe",5
"Frank GoyetteWalsh",2
"Willard SchambergerHagenes",7
"Dr. Lee SchmelerWaters",9
"Ollie GulgowskiRau",4
"Sean FeestTreutel",2
"Mercedes BernierHeathcote",4
"Donnie TurnerWiza",4
"Alexis SchusterKlocko",6
"Mr. Elaine HudsonKreiger",4
"Jerome JohnstonBatz",3
"Charlie TremblayZulauf",6
"Matthew LegrosLehner",5
"Ron OrnJohnston",3
"Dr. Clinton SchusterBlanda",5
"Marcella LeschShanahan",6
"Alan KonopelskiPowlowski",2
"Sheryl GibsonWuckert",5
"Rafael LeschSimonis",4
"Ms. Darlene GoldnerSchimmel",4
"Miss Amelia TorphyJaskolski",5
"Joel ConroyZiemann",4
"Mrs. Janis BahringerKling",1
"Stacey Crona MDWalker",9
"Latoya OlsonStiedemann",3
"Nadine HomenickReilly",6
"Debbie BergnaumLeuschke",4
"Lisa MurphyZboncak",5
"Claudia Cummerata IIIKilback",3
"Ramiro Dare IIIWalker",5
"Stacey FeilPfeffer",6
"Stuart RennerErdman",2
"Lyle McClureSmith",4
"Sheldon Boyer IIIKshlerin",5
"Dan KuphalCruickshank",7
"Lynne MorarNienow",4
"Rudolph MosciskiCartwright",5
"Esther SchuppeBauch",3
"Pamela BoyerLubowitz",2
"Cameron PfannerstillMorar",5
"Melvin JaskolskiSchinner",4
"Crystal McDermottCrist",2
"Samuel Wiegand MDTrantow",4
"Stacy AufderharSipes",6
"Al WardHomenick",10
"Elizabeth StarkFeeney",2
"Shannon AufderharFlatley",4
"Nelson RosenbaumSanford",5
"Anthony BrekkeWest",6
"Leon WaelchiWalter",5
"Dr. Marguerite OlsonLabadie",9
"Kelly CrooksHarber",3
"Josh GaylordStroman",4
"Monique RoobLittle",4
"Lois WhiteHintz",3
"Mr. Mandy ReichertJaskolski",1
"Percy PfefferBechtelar",7
"Ms. Glenn CollierStamm",4
"Inez LebsackFlatley",3
"Sophie VeumKoss",3
"April EbertWisoky",5
"Willie MitchellRempel",5
"Dr. Alexis WalkerZieme",4
"Tasha AdamsSatterfield",2
"Stewart RyanDoyle",4
"Priscilla LarkinNienow",4
"Ms. Larry BrakusSchowalter",4
"Doyle ConroyLueilwitz",4
"Shannon BrekkeDibbert",3
"Lynn MarquardtMcCullough",6
"Ms. Emilio DaughertyRitchie",1
"Iris MrazMuller",6
"Sherry BeierBrekke",3
"Eric Schaefer Jr.Schmitt",2
"Kenny MonahanRolfson",3
"Betsy Kihn Sr.Mante",5
"Tara KuhicD'Amore",6
"Mike HagenesBeatty",6
"Herbert PaucekCollier",6
"Mrs. Abel KoelpinAuer",1
"Jo PfannerstillUpton",3
"Stacy Gerlach PhDO'Keefe",3
"Miriam LebsackNader",4
"Virgil QuigleySauer",4
"Lewis Walsh IVHeller",7
"Mr. Tabitha ConroyRippin",2
"Spencer FraneckiHoppe",6
"Melba SmithamTromp",6
"Grant BartellRyan",2
"Dora McKenzieMiller",2
"Karl FunkDach",5
"Suzanne Baumbach DDSWitting",2
"May HeathcoteHarber",2
"Mrs. Charles VonRuedenLueilwitz",2
"Javier O'ReillyWard",5
"Darrel MosciskiOndricka",1
"Tanya DurganHammes",5
"Dora DickiCarroll",5
"Benny SchulistMacejkovic",4
"Mr. Eva OberbrunnerChamplin",4
"Carmen ProhaskaAuer",4
"Kate MayerLarkin",8
"Pamela ReingerMarvin",5
"Justin WeimannHilpert",7
"Patricia KuhicSchowalter",2
"Darryl O'ConnellKertzmann",5
"Edmund DuBuqueWalter",2
"Fannie HaneSchinner",2
"Crystal OkunevaKuvalis",6
"Lena GreenfelderWaters",8
"Rudolph OsinskiRodriguez",6
"Joy SmithSchimmel",2
"Anna CruickshankCorwin",4
"Ida WillmsPadberg",4
"Terry StromanNolan",4
"Byron Kiehn Jr.Carter",5
"Guadalupe FayJohnson",3
"Donnie BeahanUllrich",5
"Julia Terry Sr.Heller",6
"Pearl GulgowskiBatz",4
"Marc RosenbaumMorar",3
"Curtis HermistonLindgren",1
"Josephine BodeTrantow",3
"Ms. Howard StromanRath",9
"David O'ConnellSmitham",3
"Jake SawaynBrakus",7
"Ms. Elvira OrnFisher",5
"Margaret CroninD'Amore",8
"Rolando Bayer DDSKub",11
"Glenda HeaneyCartwright",8
"Pat BlandaRuecker",2
"Sheri RaynorRohan",4
"Mrs. Ada RoweBreitenberg",4
"Naomi PaucekHyatt",8
"Frank MacejkovicCrooks",4
"Charles MitchellStokes",6
"Cory SchadenGrimes",7
"Jordan WisokyO'Connell",5
"Carl WuckertJakubowski",3
"Jesus Miller DVMBins",5
"Jake Powlowski VThompson",4
"Cody Stiedemann IVConsidine",9
"Melvin LindWalker",5
"Eva ProsaccoHammes",6
"Celia WardBernier",1
"Cameron LueilwitzSwaniawski",3
"Adrian FritschHintz",1
"Malcolm HellerPfeffer",5
"Robert BuckridgeLakin",6
"Felicia Schaden Jr.Oberbrunner",5
"Annette HarrisHand",5
"Estelle HeathcoteGerhold",5
"Enrique MillerGreenholt",3
"Bob HoweArmstrong",7
"Clarence KilbackCartwright",7
"Erika HuelSchroeder",5
"Allan ReichelRau",4
"Wade ProhaskaKutch",6
"Evan DonnellyHeaney",6
"Kendra JacobsonMosciski",5
"Russell LeuschkeCorwin",3
"Iris StoltenbergHane",2
"Ken GulgowskiGreen",4
"Rose Ryan VKihn",2
"Caleb CruickshankHowell",5
"Santos BuckridgeErnser",5
"Dr. Johnnie BernierMosciski",4
"Eleanor BednarKiehn",4
"Josh JaskolskiPaucek",4
"Otis LemkeJohns",2
"Katrina RosenbaumWintheiser",4
"Ralph PowlowskiMacGyver",7
"Jamie FaheyWiegand",7
"Jenny KilbackDickinson",4
"Pearl HintzGraham",4
"Dr. Peter RaynorRice",4
"Melody Gottlieb Sr.Hand",1
"Elsie BlandaRodriguez",6
"Violet FeestBeer",6
"Peggy Zulauf IVKunde",4
"Mathew ErnserHansen",6
"Kayla HackettThompson",4
"Stephen RunolfssonTremblay",6
"Santos KovacekWilderman",4
"Mrs. Tracy DickinsonParker",5
"Stephanie KutchCormier",8
"Lionel ParisianReilly",4
"Sandy BalistreriKohler",5
"Marcos SchneiderBruen",2
"Gregg BarrowsSporer",4
"Ida FisherWatsica",4
"Mr. Kerry BoyerKerluke",3
"Dr. Oscar RiceTromp",4
"Terrence SchmelerEbert",3
"Myra Nicolas IIGerlach",2
"Caleb KohlerStroman",7
"Verna FlatleyWaelchi",5
"Dr. Melody NikolausOrn",8
"Brendan CartwrightGibson",4
"Mike BotsfordKling",7
"Kelly McDermottArmstrong",4
"Tami ZboncakKunze",7
"Craig ConnNikolaus",3
"Mrs. Alton LuettgenStark",4
"Kim EmardUllrich",3
"Willis Barrows MDHuels",3
"Brandi Jaskolski DDSBeier",4
"Ray ToySchowalter",8
"Irene JakubowskiWisoky",2
"Betty MertzKuhn",2
"Tasha Runolfsdottir VTorphy",2
"Troy GibsonMcDermott",7
"Hubert DareHickle",4
"Mr. Norman SchneiderMcGlynn",5
"Dr. Frances HickleEmard",2
"Pamela PfannerstillLubowitz",7
"Mrs. Franklin BrakusVon",5
"Patsy Conroy IVHirthe",2
"Roy AuerRohan",4
"Claire BodePaucek",4
"Joanne WittingLedner",4
"Gladys DoyleWaters",3
"Christina TurcotteKrajcik",3
"Ronald Toy MDSmith",7
"Stewart WolfHarris",4
"April JerdeShields",3
"Lula NitzscheLakin",4
"Miss Manuel LueilwitzErnser",4
"Deborah BashirianRomaguera",3
"Allan O'ConnerMuller",7
"Hilda CollierCarroll",6
"Vernon MillerHoppe",2
"Cody FaheySpinka",2
"Misty PfannerstillThiel",7
"Dr. Verna UptonWolf",2
"Jeannette ShieldsDach",6
"Sally RoweRogahn",6
"Justin HeaneyFeil",3
"Lucy SchillerRoberts",6
"Dr. Otis KunzeMayert",3
"Vivian GislasonCollins",6
"Marsha LindgrenRobel",3
"Pamela RoobCormier",2
"Lucas KuhicMcGlynn",5
"Heather KundeKoss",4
"Julian CasperHansen",6
"Rene WehnerKilback",2
"Warren WunschPfeffer",5
"Melody CormierBeahan",3
"Marshall RempelO'Hara",5
"Dr. Drew RobelFeeney",3
"Elaine RoweBradtke",2
"Tanya LeschMacejkovic",1
"Kari Franecki DVMRosenbaum",7
"Mario BrakusRoberts",7
"Terry VonRath",3
"Freddie NicolasHettinger",4
"Courtney WelchMills",4
"Jaime MayerSchoen",7
"Wanda CummerataSpencer",3
"Jane WalkerReichert",4
"Yvonne LebsackWalsh",2
"Natalie CreminHeidenreich",6
"Doyle HillsHuels",5
"Maurice Kerluke IIDaniel",4
"Ms. Anita BaumbachSchiller",3
"Kerry PacochaNikolaus",5
"Ms. Ellen MitchellLebsack",5
"Donnie NitzscheSipes",6
"Mr. Tracey LarsonProhaska",8
"Aaron NitzscheAuer",8
"Miss Travis DickinsonEmard",4
"Glenn NikolausCarroll",4
"Olga Luettgen DVMTerry",4
"Mr. Jeffrey BradtkeLedner",2
"Sue Langworth IIIConn",6
"Eula LeschCarroll",2
"Dr. Alexandra LakinCole",5
"Wanda HickleTrantow",5
"Maggie O'ConnellVandervort",3
"Javier RueckerAuer",4
"Cecil Beahan IBerge",4
"Audrey WeberSchmeler",8
"Claudia LabadieMitchell",2
"Dominick OsinskiSchultz",7
"Amos KautzerGerhold",4
"Terrance StehrMcGlynn",4
"Alison MurphyHickle",3
"Mrs. Larry ZiemannConroy",5
"Abraham StrosinDickinson",3
"Viola FeestFerry",6
"Stacey DenesikBeier",2
"Roy KihnBatz",6
"Ernest LangoshRobel",4
"Ollie McDermott IIIParisian",4
"Curtis BuckridgeTromp",6
"Vera Halvorson ISchmeler",3
"Carol OlsonOndricka",2
"Debra ZiemeJohns",2
"Kristi McDermottBahringer",2
"Betsy RolfsonMurphy",4
"Miguel AndersonBergstrom",4
"Darlene SchusterYundt",6
"Marguerite ColeWeimann",4
"Tom Hessel Jr.Gutkowski",4
"Whitney Hoeger IIMertz",5
"Elvira KubJenkins",3
"Roberta WolfLang",5
"Jodi LarkinRitchie",6
"Alberta CrooksKreiger",4
"Rosie StrackeReichert",3
"Mercedes ParkerRowe",5
"Nora BinsSporer",5
"Sophia PaucekKautzer",5
"Emma NikolausParker",8
"Raul KonopelskiReynolds",3
"Sheryl McLaughlinToy",2
"Lindsay Pouros IVThompson",3
"Nicolas SengerOlson",4
"Allan BeahanLubowitz",3
"Rene HackettMertz",3
"Jamie DonnellyFriesen",5
"Madeline BergeDouglas",4
"Debbie QuitzonKassulke",2
"Emanuel HeaneyConroy",3
"Duane SawaynHalvorson",4
"Henrietta EmmerichZieme",3
"Rosie GloverTillman",2
"Olga HuelHilpert",5
"Dianne NitzscheGoldner",4
"Whitney Kuhic IIIRempel",4
"Mr. Susie HahnBorer",3
"Lila SawaynPfannerstill",2
"Kristi RennerShanahan",3
"Rufus CroninDavis",4
"Derrick SpencerKuhic",5
"Johanna GloverSporer",4
"Alvin HowellJakubowski",7
"Jana RippinJacobs",3
"Tyler MannDeckow",5
"Silvia WeissnatSchmitt",3
"Lorene KerlukeWeissnat",2
"Barbara CrooksHilll",3
"Johnny CasperGrant",5
"Kelley OberbrunnerZieme",5
"Mrs. Justin LemkeBoehm",8
"Miss Peter LindQuigley",4
"Mathew Satterfield MDTurner",5
"Melvin GutkowskiBechtelar",8
"Bryan HickleEbert",4
"Cynthia SchmelerJakubowski",7
"Kathryn DuBuqueFranecki",2
"Clayton GibsonGerhold",4
"Kristina AltenwerthZieme",4
"Cecelia SauerReynolds",5
"Andre HoweMoore",5
"Jeffery PaucekShanahan",7
"Tammy RyanShields",4
"Miss Jonathan LindgrenWaelchi",6
"Cecil HintzRowe",6
"Jacqueline StrosinWiza",3
"Courtney Kunde DDSGreenholt",5
"Frankie GislasonLarson",5
"Ronald Jast DDSKoss",3
"Ms. Suzanne KshlerinCremin",4
"Victoria RippinEmard",5
"Damon WildermanLemke",6
"Dana NienowCorwin",3
"Sadie BraunTorp",3
"Jeanne O'ReillyTreutel",6
"Darrin KonopelskiBogisich",4
"Mrs. Muriel ReichertLynch",7
"Miss Elmer HagenesCrooks",3
"Jerome BrownWilliamson",4
"Randal Buckridge IIITowne",7
"Tamara BatzGorczany",3
"Ms. Cecilia DickiLindgren",7
"Andrea SchoenLegros",4
"Kent GloverGreenfelder",4
"Herman LabadieWeber",3
"Gary Bahringer VRaynor",4
"Irma MullerBorer",10
"Frederick MitchellLegros",3
"Norman Hintz PhDRunolfsdottir",1
"Roger WolffLangosh",5
"Emanuel HickleSchulist",2
"Anna MetzJacobi",6
"Ashley Mann IVDach",1
"Vernon Bernhard Jr.Kilback",9
"Hannah ArmstrongEbert",6
"Tyrone BinsMueller",6
"Alfonso PourosJast",4
"Lewis Dooley Jr.Jast",3
"Tommie HegmannGutkowski",3
"Jerry WatersGaylord",4
"Rosalie SchinnerTremblay",6
"Nicholas WestRohan",4
"Karla PollichGreen",2
"Terence HillsKlein",6
"Patty TillmanRitchie",3
"Miranda VonStracke",3
"Gene Fadel Sr.Koch",4
"Guadalupe RennerRoberts",6
"Orlando ErdmanHeathcote",5
"Jean JaskolskiLang",5
"Claire LarsonWolf",2
"Rufus AuerTremblay",3
"Bruce GoyetteSkiles",4
"Joanna O'KonMedhurst",4
"Alexis LehnerMiller",8
"Dwayne WymanLeuschke",3
"Chester KochSchroeder",3
"Luz DickensDavis",3
"Whitney Douglas IIKihn",2
"Isaac KovacekBeahan",7
"Luther ChamplinO'Conner",4
"Nichole SimonisEmmerich",2
"Steven SawaynBoyer",4
"Manuel KonopelskiAnderson",6
"Mr. Dora JerdeStreich",3
"Edwin RoobKreiger",4
"Willie Schamberger IIIZiemann",6
"Dr. Bridget WolfMurphy",4
"Theresa WatersChristiansen",3
"Santos DaughertyReynolds",5
"Ernesto GrantBergstrom",5
"Dr. Rufus NikolausTreutel",4
"Dana O'ConnerKuvalis",3
"Mamie KrisMitchell",3
"Jerome HarveyHeidenreich",2
"Eduardo AufderharBlick",5
"Eleanor HirtheHuels",6
"Sidney VandervortReynolds",3
"Elisa HellerDaugherty",3
"Meghan BoganMoen",5
"Wendell SchmittO'Keefe",3
"Zachary MarksHermann",3
"Luther Lueilwitz IIISchinner",3
"Charlene HesselSchinner",4
"Nora KuhicReichel",5
"Willis Larkin MDKeeling",4
"Dianne PagacSchultz",2
"Kay CollinsParker",4
"Mr. Roger StreichKihn",8
"Joanna DavisBrown",1
"Jackie O'HaraMarks",5
"Mr. Pablo AbshireTorp",5
"Lucas TillmanErnser",3
"Jason KoeppHodkiewicz",2
"Lindsey BlickFay",5
"Gina O'HaraKulas",2
"Ellen LeuschkeMurray",4
"Kayla HeathcoteErnser",4
"Mr. Arthur WestHickle",5
"Carla GibsonHansen",2
"Ernestine McCulloughGutkowski",5
"Chester MorarCassin",5
"Sherman CreminStreich",3
"Ms. Roxanne KovacekKerluke",3
"Miss Kristopher KuhnKuhic",4
"Gwen LednerSchaden",5
"Carlton O'ConnerFlatley",2
"Kate HillsMorar",6
"Greg JonesKing",5
"Bernice GutkowskiMurray",4
"Manuel FlatleyHamill",2
"Trevor Walter VBruen",3
"Ted BahringerSchumm",3
"Joyce O'ConnellErdman",10
"Robin WardHermiston",4
"Mr. Emilio StrackeRohan",3
"Maxine Crooks ICorkery",5
"Lucas KreigerUllrich",4
"Bryan BorerBoehm",4
"Winifred StrosinDaniel",7
"Judith ConnellyLittel",6
"Nina BalistreriQuitzon",2
"Brad ConnellyMayer",5
"Armando HandMarks",9
"Stanley StammCrist",3
"Luke BaumbachAbernathy",3
"Claude WillBlock",4
"Samuel Schulist IVHeaney",4
"Cecil BahringerWaters",6
"Ed HeathcoteGrimes",5
"Joey HamillPouros",1
"Theodore HettingerKuphal",6
"Ramon SchummVolkman",2
"Alvin MoenO'Keefe",5
"Kelley Dach IHarris",6
"Mae WisozkHickle",8
"Ora ReingerLeuschke",2
"Grace RobelHeidenreich",5
"Alexander GottliebHeller",3
"Jaime WilkinsonHoppe",2
"Geneva LoweLarkin",4
"Robin Wisozk MDLakin",3
"Judy ZiemeMorar",2
"Frankie DonnellyRath",3
"Pablo Abshire VYost",4
"Cheryl StrosinParisian",4
"Theodore GrantOlson",4
"Willie SengerHermann",5
"Erik ProsaccoStoltenberg",5
"Lonnie SawaynBruen",6
"Ms. Marie JacobsCarter",4
"Natalie Prohaska DDSHirthe",7
"Todd HomenickLegros",4
"Tom JenkinsBosco",4
"Howard LakinKuvalis",4
"Beatrice ZiemannKulas",2
"Darryl McClure PhDSchneider",4
"Sophie FramiTromp",7
"Martin CreminSenger",4
"Tim BlickGrimes",4
"Inez StehrLabadie",10
"Mrs. Georgia MacejkovicRohan",3
"Franklin VandervortJones",2
"Opal DouglasHilpert",6
"Ms. Gregg WeimannWaelchi",3
"Julio TurcotteDietrich",6
"Fannie KrisMarks",6
"Lucy CorwinGoodwin",5
"Miss Ken CorwinKlein",4
"Dennis Champlin MDKling",1
"Elvira HegmannReinger",4
"Martha HeaneyConnelly",5
"Miss Bradley BorerBotsford",5
"Dewey CruickshankFay",4
"Lorenzo MosciskiRomaguera",2
"Claudia MaggioCruickshank",3
"Judy MonahanHagenes",4
"Drew WizaLeuschke",6
"Yolanda AdamsDickens",4
"Virgil SchummStrosin",3
"Dianna Borer IIIStoltenberg",4
"Carol FisherAltenwerth",1
"Mable SatterfieldFarrell",7
"Simon CassinLowe",4
"Clinton ReynoldsLowe",3
"Ms. Lana KossLuettgen",3
"Gladys Balistreri IKoss",5
"Ruby StreichEbert",6
"Sheryl LarkinGleichner",4
"Neal ParisianArmstrong",2
"Daisy TerryHegmann",3
"Mr. Walter CristBotsford",3
"Pete MooreRitchie",3
"Paulette RitchieLang",3
"Dr. Darrel VolkmanSchuster",4
"Kristopher WillmsBauch",3
"Nathan BartolettiDare",5
"Juana NikolausJohnson",8
"Krista GoyetteHansen",4
"Mrs. Corey BergstromKunde",4
"Donna RunteSchiller",5
"Denise TorphyDuBuque",2
"Kristina SmithamWintheiser",1
"Lela LittleSchroeder",3
"Orlando Weimann IIHuel",3
"Jaime PriceSmitham",4
"Sheila WeimannKiehn",7
"Jaime DonnellyHeidenreich",4
"Willard ConnellyConroy",3
"Delores BarrowsSchneider",6
"Milton Parker DDSBerge",3
"Catherine Howell IIMoore",4
"Phillip StrackeGoldner",2
"Jeremiah Metz PhDWalter",3
"Tanya Heller MDGoldner",4
"Marcus Runolfsson VBlock",6
"Clay PollichFritsch",2
"Dean Schiller VBeatty",10
"Brittany RennerConroy",5
"Cristina SteuberStehr",5
"Calvin RobertsBogisich",3
"Forrest GrantVolkman",4
"Benny PacochaHudson",4
"Lauren Strosin DDSHettinger",6
"Lyle DietrichLubowitz",6
"Noah Grant IRatke",2
"Jay FraneckiLesch",2
"Morris LemkeKulas",5
"Ken KiehnStehr",5
"April HillsCrooks",4
"Jeanette ConnDooley",4
"Moses DickinsonWunsch",6
"Ms. Robin MacejkovicPacocha",3
"Clint MarksRath",4
"Adam DooleySwift",3
"Ray NaderHuel",4
"Guadalupe SchowalterDavis",3
"Mr. Hannah CristGreenholt",2
"Duane McLaughlinReichert",2
"Clarence ColeRuecker",2
"Ms. Doyle MoenZieme",2
"Charlene RogahnFranecki",8
"Herman AbernathyBalistreri",3
"Betsy MooreRoob",2
"Tyrone KeelingSawayn",7
"Dr. Francis KossPollich",5
"Juanita DavisThiel",3
"Gary BaileyJohnson",3
"Delia GreenholtCrooks",3
"Lila StehrSimonis",3
"Terry WhiteRau",3
"Leah LynchGusikowski",3
"Merle Schmidt Sr.Collins",7
"Paula MosciskiLeffler",2
"Kelli QuitzonGutmann",5
"Jessie QuigleyWeimann",5
"Joann CronaReichert",6
"Margarita CristKuphal",4
"Ms. Pat StromanParker",4
"Sophie SpencerPacocha",2
"Milton HowellLindgren",5
"Monica SchowalterHomenick",3
"Kristopher Fay Sr.Hirthe",1
"Bradford O'ConnellJenkins",6
"Marjorie CassinBeier",4
"Erika MohrSpencer",5
"Wesley BayerLangosh",2
"Sophia GrantStroman",4
"Randal Botsford Sr.Lubowitz",7
"Mr. Eileen TorphySpencer",3
"Roland GreenholtRunte",4
"Patti LebsackVandervort",7
"Laverne KohlerBrakus",5
"Isaac Schroeder IIIKiehn",6
"Dr. Pete OkunevaBaumbach",7
"Casey SwaniawskiYost",4
"Debbie LoweHintz",1
"Marilyn SchaeferGottlieb",5
"Casey PadbergBlick",5
"Patti ThielHamill",2
"Miss Jeannette PfannerstillAufderhar",1
"Lena WehnerNikolaus",3
"Ken McDermottRussel",5
"Irma Stroman VRaynor",7
"Rodolfo Hartmann IKuvalis",4
"Leslie KirlinBechtelar",2
"Joy Baumbach VOndricka",7
"Myra GibsonSatterfield",2
"Pat Dach DVMPowlowski",6
"Sue BergstromJacobs",5
"Abel Monahan PhDGraham",3
"Ms. Holly JaskolskiBerge",5
"Miss Kelley HowellRoberts",4
"Elvira Daniel DVMHamill",3
"Margaret BeattySchroeder",6
"Perry WardDeckow",5
"Ethel BoscoFeest",3
"Hazel ThielWeissnat",6
"Kenneth MorissettePaucek",5
"Bethany StarkDooley",9
"Elbert KassulkeGusikowski",3
"Alyssa WisozkQuitzon",4
"Dave HermistonPaucek",5
"Hope Klocko MDReichert",3
"Dr. Robyn ReichertHickle",9
"Candace StokesKunde",4
"Roberto BlandaMetz",4
"Edith StoltenbergBarrows",4
"Darin HarberBalistreri",3
"Jamie BeahanSchuster",6
"Ann RennerBergstrom",3
"Garry HackettLeffler",3
"Lucia OsinskiBruen",4
"Lindsey RauBlick",2
"Lynda MacGyverThiel",3
"Steven BeerEffertz",6
"Jeanette BaileyFrami",5
"Lynne CruickshankBotsford",3
"Dr. Brandon KossRuecker",4
"Rosemary BatzLesch",3
"Bonnie WilliamsonRutherford",5
"Kay GradyRoberts",4
"Louise WisozkHand",4
"Irene DachTorp",4
"Francis CrooksGrimes",2
"Kim MarvinWolf",5
"Miss Johnnie OrnBuckridge",9
"Mercedes NienowBeahan",7
"Dr. Holly KirlinNienow",7
"Laurence MorarThompson",4
"Miss Anita RunolfsdottirLehner",3
"Howard McCulloughQuitzon",5
"Elizabeth StokesCormier",3
"Van SchusterRunte",7
"Tracey GreenholtCormier",2
"Elvira McCulloughKulas",8
"Sheryl Gusikowski IParker",7
"Amber WaelchiWilkinson",4
"Bryant BlockRoob",2
"Rosa Abbott DVMCarroll",2
"Forrest GorczanyKautzer",4
"Mr. Ellen CrooksGrady",5
"Kim LockmanEffertz",3
"Lena JohnsHermann",3
"Steve KovacekSchuppe",4
"Casey KuvalisKohler",1
"Ms. Lucia RutherfordStamm",4
"Marsha CrooksShields",4
"Philip LockmanHuel",4
"Jasmine ConnellyReichel",5
"Rick DachCrist",3
"Mr. Taylor SatterfieldKirlin",5
"Isabel LarkinEmmerich",4
"Miss Kristina SkilesUpton",3
"Natalie Cummings IIISchaefer",3
"Maggie Purdy DVMGutkowski",5
"Chester AbernathyRatke",2
"Lee O'ConnerGulgowski",1
"Krystal SchmittBrakus",5
"Carolyn HartmannOndricka",4
"Susan Gislason IIMitchell",2
"Sidney KesslerFarrell",3
"Toby DurganLowe",6
"Laurie HoweGleason",2
"Brett HilpertBernier",2
"Melody LednerPfeffer",2
"Homer RogahnHerman",2
"Vernon BernierConn",5
"Mona HoegerReichert",3
"Paul Marvin VStehr",3
"Drew AbshireWehner",3
"Deborah Lakin PhDHarvey",7
"Dana JacobsonKeeling",4
"Guillermo SchinnerCronin",3
"Terence CronaQuigley",2
"Simon GleichnerShields",2
"Danielle HaleyCorwin",6
"Darryl CasperDeckow",3
"Herman KilbackNikolaus",1
"Abraham RusselMohr",3
"Frederick ReichelNader",3
"Ellen BashirianLeffler",1
"Wilbur McGlynnBins",4
"Tomas GreenfelderMcDermott",3
"Joe StreichSchneider",8
"Daryl KemmerKassulke",6
"Felicia BahringerWalker",6
"Eloise MaggioHilll",2
"Mindy CasperSchultz",5
"Ms. Wilma RathPacocha",2
